Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
244,0.1,2.367,0.234,0.421
245,0.1,2.333,0.25,0.465
246,0.1,2.267,0.241,0.448
247,0.1,2.367,0.234,0.45
248,0.1,2.533,0.237,0.456
249,0.1,2.6,0.249,0.48
250,0.067,2.5,0.231,0.449
251,0.067,2.3,0.239,0.456
252,0.1,2.533,0.231,0.45
253,0.1,2.533,0.245,0.473
254,0.1,2.367,0.238,0.456
255,0.1,2.5,0.237,0.457
256,0.1,2.533,0.262,0.496
257,0.1,2.367,0.229,0.436
258,0.1,2.4,0.225,0.433
259,0.1,2.267,0.231,0.428
260,0.1,2.367,0.23,0.443
261,0.1,2.367,0.243,0.457
262,0.1,2.2,0.219,0.415
263,0.1,2.3,0.246,0.461
264,0.1,2.433,0.235,0.451
265,0.1,2.6,0.231,0.457
266,0.1,2.367,0.25,0.462
267,0.067,2.367,0.24,0.454
268,0.067,2.233,0.228,0.437
269,0.067,2.733,0.244,0.483
270,0.067,2.433,0.223,0.43
271,0.033,2.2,0.221,0.423
272,0.0,2.433,0.221,0.447
273,0.0,2.233,0.224,0.446
274,0.0,2.367,0.224,0.471
275,0.0,2.267,0.207,0.461
276,0.0,2.2,0.209,0.468
277,0.0,2.5,0.211,0.511
278,0.0,2.367,0.187,0.489
279,0.0,2.5,0.16,0.481
280,0.0,2.3,0.148,0.452
281,0.0,2.033,0.139,0.441
282,0.0,2.333,0.138,0.455
283,0.0,2.233,0.141,0.45
284,0.0,2.433,0.146,0.471
285,0.0,2.267,0.137,0.442
286,0.0,2.233,0.137,0.451
287,0.0,2.367,0.143,0.465
288,0.0,2.5,0.118,0.427
289,0.0,2.233,0.119,0.409
290,0.0,2.233,0.137,0.453
291,0.0,2.333,0.141,0.462
292,0.0,2.233,0.137,0.448
293,0.0,2.333,0.123,0.431
294,0.0,2.4,0.137,0.457
295,0.0,2.567,0.141,0.466
296,0.0,2.267,0.137,0.457
297,0.0,2.267,0.135,0.449
298,0.0,2.467,0.137,0.454
299,0.0,2.467,0.144,0.469
300,0.0,2.1,0.125,0.427
301,0.0,2.2,0.156,0.481
302,0.0,2.3,0.159,0.484
303,0.0,2.367,0.135,0.459
304,0.0,2.3,0.134,0.453
305,0.0,2.267,0.131,0.445
306,0.0,2.433,0.152,0.471
307,0.0,2.5,0.141,0.467
308,0.0,2.1,0.136,0.441
309,0.0,2.4,0.142,0.471
310,0.0,2.3,0.141,0.46
311,0.0,2.333,0.147,0.469
312,0.0,2.2,0.135,0.445
313,0.0,2.3,0.131,0.436
314,0.0,2.3,0.133,0.442
315,0.0,2.4,0.132,0.444
316,0.0,2.3,0.136,0.453
317,0.0,2.067,0.117,0.413
318,0.0,2.333,0.14,0.465
319,0.0,2.2,0.139,0.446
320,0.0,2.2,0.148,0.464
321,0.0,2.1,0.137,0.443
322,0.0,2.267,0.139,0.45
323,0.0,2.3,0.122,0.425
324,0.0,2.233,0.142,0.456
325,0.0,2.433,0.133,0.455
326,0.0,2.267,0.122,0.429
327,0.0,2.2,0.143,0.463
328,0.0,2.433,0.135,0.458
329,0.0,2.133,0.134,0.446
330,0.0,2.267,0.131,0.441
331,0.0,2.367,0.123,0.427
332,0.0,2.3,0.132,0.447
333,0.0,2.4,0.139,0.467
334,0.0,2.367,0.134,0.451
335,0.0,2.267,0.129,0.435
336,0.0,2.2,0.129,0.43
337,0.0,2.233,0.139,0.449
338,0.0,2.333,0.136,0.461
339,0.0,2.3,0.135,0.452
340,0.0,2.167,0.13,0.436
341,0.0,2.267,0.136,0.45
342,0.0,2.4,0.135,0.456
343,0.0,2.1,0.125,0.419
344,0.0,2.333,0.143,0.462
345,0.0,2.333,0.147,0.471
346,0.0,2.3,0.136,0.452
347,0.0,2.133,0.132,0.445
348,0.0,2.167,0.136,0.444
349,0.0,2.2,0.125,0.427
350,0.0,2.5,0.141,0.472
351,0.0,2.533,0.147,0.482
352,0.0,2.333,0.158,0.492
353,0.0,2.633,0.156,0.502
354,0.0,2.433,0.142,0.459
355,0.0,2.333,0.131,0.44
356,0.0,2.1,0.136,0.438
357,0.0,2.3,0.13,0.427
358,0.0,2.267,0.135,0.441
359,0.0,2.367,0.147,0.476
360,0.0,2.3,0.136,0.452
361,0.0,2.167,0.142,0.455
362,0.0,2.367,0.133,0.452
363,0.0,2.333,0.142,0.464
364,0.0,2.4,0.138,0.455
365,0.0,2.3,0.136,0.449
366,0.0,2.1,0.135,0.448
367,0.0,2.267,0.14,0.458
368,0.0,2.567,0.137,0.459
369,0.0,2.333,0.141,0.466
370,0.0,2.167,0.146,0.463
371,0.0,2.433,0.142,0.467
372,0.0,2.4,0.14,0.458
373,0.0,2.433,0.132,0.449
374,0.0,2.233,0.131,0.441
375,0.0,2.267,0.132,0.442
376,0.0,2.233,0.136,0.449
377,0.0,2.5,0.135,0.466
378,0.0,2.167,0.143,0.454
379,0.0,2.467,0.126,0.443
380,0.0,2.333,0.134,0.458
381,0.0,2.167,0.132,0.433
382,0.0,2.167,0.139,0.456
383,0.0,2.3,0.12,0.417
384,0.0,2.1,0.138,0.442
385,0.0,2.433,0.138,0.463
386,0.0,2.3,0.132,0.451
387,0.0,2.167,0.122,0.412
388,0.0,2.267,0.136,0.455
389,0.0,2.067,0.133,0.444
390,0.0,2.167,0.121,0.428
391,0.0,2.367,0.141,0.468
392,0.0,2.167,0.128,0.438
393,0.0,2.4,0.136,0.46
394,0.0,2.333,0.132,0.446
395,0.0,2.267,0.139,0.46
396,0.0,2.333,0.123,0.431
397,0.0,2.367,0.143,0.473
398,0.0,2.133,0.131,0.423
399,0.0,2.233,0.133,0.439
400,0.0,2.333,0.136,0.446
401,0.0,2.367,0.134,0.453
402,0.0,2.433,0.146,0.473
403,0.0,2.367,0.134,0.455
404,0.0,2.467,0.143,0.471
405,0.0,2.333,0.129,0.445
406,0.0,2.6,0.141,0.478
407,0.0,2.233,0.134,0.45
408,0.0,2.467,0.138,0.462
409,0.0,2.333,0.141,0.461
410,0.0,2.567,0.145,0.478
411,0.0,2.333,0.145,0.459
412,0.0,2.267,0.143,0.453
413,0.0,2.4,0.142,0.473
414,0.0,2.333,0.151,0.483
415,0.0,2.3,0.142,0.456
416,0.0,2.433,0.132,0.449
417,0.0,2.3,0.125,0.437
418,0.0,2.433,0.139,0.462
419,0.0,2.1,0.122,0.426
420,0.0,2.2,0.133,0.44
421,0.0,2.4,0.144,0.476
422,0.0,2.2,0.132,0.437
423,0.0,2.067,0.13,0.425
424,0.0,2.3,0.149,0.466
425,0.0,2.433,0.147,0.464
426,0.0,2.433,0.127,0.432
427,0.0,2.467,0.139,0.462
428,0.0,2.433,0.142,0.466
429,0.0,2.267,0.142,0.464
430,0.0,2.5,0.138,0.463
431,0.0,2.3,0.123,0.436
432,0.0,2.667,0.146,0.476
433,0.0,2.3,0.136,0.451
434,0.0,2.2,0.134,0.439
435,0.0,2.267,0.14,0.456
436,0.0,2.233,0.137,0.448
437,0.0,2.267,0.126,0.427
438,0.0,2.133,0.13,0.431
439,0.0,2.133,0.141,0.454
440,0.0,2.233,0.134,0.45
441,0.0,2.2,0.123,0.424
442,0.0,2.133,0.132,0.427
443,0.0,2.233,0.137,0.454
444,0.0,2.233,0.124,0.427
445,0.0,2.233,0.135,0.449
446,0.0,2.2,0.139,0.448
447,0.0,2.3,0.142,0.468
448,0.0,2.133,0.134,0.442
449,0.0,2.2,0.134,0.439
450,0.0,2.333,0.13,0.446
451,0.0,2.4,0.15,0.478
452,0.0,2.3,0.133,0.44
453,0.0,2.267,0.122,0.426
454,0.0,2.033,0.122,0.418
455,0.0,2.3,0.126,0.436
456,0.0,2.3,0.129,0.445
457,0.0,2.367,0.134,0.455
458,0.0,2.2,0.121,0.427
459,0.0,2.533,0.129,0.444
460,0.0,2.2,0.134,0.44
461,0.0,2.4,0.167,0.508
462,0.0,2.167,0.127,0.427
463,0.0,2.333,0.137,0.449
464,0.0,2.333,0.135,0.456
465,0.0,2.633,0.146,0.488
466,0.0,2.333,0.15,0.481
467,0.0,2.367,0.143,0.464
468,0.0,2.2,0.138,0.451
469,0.0,2.4,0.127,0.437
470,0.0,2.1,0.14,0.441
471,0.0,2.333,0.143,0.458
472,0.0,2.4,0.149,0.475
473,0.0,2.3,0.134,0.445
474,0.0,2.5,0.145,0.472
475,0.0,2.4,0.15,0.483
476,0.0,2.2,0.139,0.451
477,0.0,2.467,0.142,0.47
478,0.0,2.4,0.138,0.458
479,0.0,2.233,0.133,0.441
480,0.0,2.4,0.129,0.448
481,0.0,2.3,0.131,0.45
482,0.0,2.333,0.136,0.454
483,0.0,2.433,0.153,0.492
484,0.0,2.367,0.133,0.445
485,0.0,2.4,0.135,0.453
486,0.0,2.3,0.136,0.452
487,0.0,2.233,0.137,0.452
488,0.0,2.4,0.152,0.488
489,0.0,2.3,0.137,0.455
490,0.0,2.4,0.126,0.442
491,0.0,2.2,0.137,0.455
492,0.0,2.433,0.136,0.462
493,0.0,2.333,0.134,0.451
494,0.0,2.4,0.123,0.433
495,0.0,2.233,0.131,0.443
496,0.0,2.333,0.129,0.442
497,0.0,2.233,0.124,0.437
498,0.0,2.267,0.135,0.451
499,0.0,2.333,0.134,0.456
500,0.0,2.267,0.149,0.473
