Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
327,6.033,10.5,7.597,1.453
328,6.167,10.9,7.723,1.55
329,6.1,9.9,7.46,1.217
330,5.9,9.967,7.5,1.333
331,5.9,10.167,7.43,1.333
332,5.967,10.7,7.543,1.503
333,6.0,9.867,7.337,1.223
334,5.967,9.967,7.38,1.275
335,6.033,10.1,7.487,1.319
336,5.967,10.5,7.527,1.428
337,5.833,10.667,7.493,1.499
338,5.733,9.967,7.3,1.337
339,5.7,10.4,7.24,1.458
340,5.667,9.467,7.04,1.22
341,5.567,9.467,7.047,1.291
342,5.6,9.233,7.067,1.193
343,5.533,10.0,7.317,1.401
344,5.5,10.433,7.247,1.542
345,5.5,9.5,7.01,1.309
346,5.433,9.733,7.037,1.326
347,5.433,9.5,6.953,1.284
348,5.333,9.3,6.9,1.269
349,5.333,9.333,6.817,1.28
350,5.3,9.8,6.947,1.426
351,5.433,9.733,7.057,1.426
352,5.467,9.767,7.11,1.374
353,5.5,9.967,7.2,1.341
354,5.633,10.533,7.4,1.488
355,5.8,10.167,7.423,1.404
356,5.667,10.033,7.233,1.373
357,5.867,10.567,7.403,1.476
358,5.9,9.833,7.177,1.248
359,5.9,9.667,7.123,1.215
360,5.833,9.767,7.15,1.261
361,5.767,9.833,7.15,1.273
362,5.767,9.5,7.147,1.213
363,5.867,9.9,7.167,1.295
364,5.833,9.9,7.153,1.268
365,5.9,10.3,7.383,1.413
366,5.867,10.533,7.673,1.536
367,5.9,10.2,7.587,1.392
368,6.0,10.867,7.637,1.527
369,5.933,10.367,7.697,1.426
370,5.933,10.567,7.503,1.456
371,6.0,10.5,7.457,1.412
372,5.933,10.133,7.533,1.318
373,5.967,10.1,7.497,1.315
374,5.967,9.867,7.333,1.284
375,5.967,10.367,7.48,1.447
376,5.8,10.167,7.403,1.345
377,5.833,9.867,7.393,1.289
378,5.867,10.033,7.49,1.332
379,5.933,10.2,7.35,1.369
380,5.867,9.767,7.297,1.263
381,5.833,9.8,7.397,1.279
382,5.933,10.2,7.44,1.349
383,5.967,10.067,7.487,1.34
384,5.967,9.9,7.373,1.297
385,5.933,10.367,7.483,1.384
386,5.9,10.1,7.5,1.365
387,6.0,10.333,7.473,1.379
388,6.033,10.2,7.393,1.315
389,5.867,10.6,7.543,1.497
390,5.9,9.8,7.397,1.285
391,5.9,10.133,7.393,1.342
392,5.8,10.233,7.393,1.418
393,5.7,10.233,7.377,1.46
394,5.667,10.6,7.393,1.516
395,5.767,10.3,7.45,1.405
396,5.9,10.0,7.487,1.301
397,5.9,9.9,7.437,1.319
398,5.833,9.767,7.383,1.276
399,5.833,9.833,7.323,1.311
400,5.833,10.333,7.397,1.471
401,5.867,9.933,7.407,1.337
402,5.833,10.2,7.403,1.4
403,5.9,10.533,7.537,1.531
404,5.867,10.333,7.403,1.395
405,5.867,9.7,7.423,1.252
406,5.9,10.167,7.437,1.357
407,5.933,9.867,7.373,1.27
408,5.967,9.967,7.483,1.244
409,5.967,9.7,7.437,1.226
410,6.0,10.3,7.483,1.333
411,6.033,10.333,7.62,1.367
412,6.0,10.0,7.63,1.324
413,6.033,10.4,7.72,1.41
414,6.033,11.067,7.84,1.575
415,6.067,10.5,7.63,1.417
416,6.067,10.767,7.67,1.492
417,6.067,10.333,7.547,1.37
418,6.033,10.333,7.507,1.366
419,6.067,9.933,7.483,1.27
420,6.033,10.4,7.433,1.394
421,6.033,10.2,7.443,1.334
422,5.967,9.867,7.383,1.266
423,5.9,10.233,7.487,1.321
424,6.033,10.0,7.343,1.296
425,6.133,10.2,7.47,1.348
426,5.867,10.1,7.447,1.372
427,5.967,10.2,7.417,1.381
428,6.033,10.167,7.54,1.339
429,6.067,9.967,7.467,1.303
430,6.067,10.567,7.577,1.432
431,6.067,10.533,7.603,1.405
432,5.967,10.4,7.567,1.411
433,5.967,10.233,7.683,1.418
434,6.0,10.6,7.613,1.458
435,5.967,10.167,7.407,1.304
436,5.9,9.833,7.437,1.26
437,5.933,10.267,7.537,1.358
438,6.1,10.333,7.59,1.372
439,6.167,10.867,7.69,1.505
440,6.0,10.433,7.697,1.426
441,5.867,10.067,7.463,1.355
442,5.833,10.0,7.55,1.324
443,6.0,10.233,7.607,1.367
444,5.933,10.233,7.417,1.383
445,5.833,10.067,7.357,1.316
446,5.833,10.133,7.37,1.354
447,5.933,10.467,7.687,1.503
448,5.967,10.3,7.647,1.452
449,6.067,10.133,7.533,1.32
450,6.0,10.7,7.557,1.484
451,6.067,10.067,7.593,1.291
452,6.133,10.533,7.7,1.404
453,6.067,10.367,7.67,1.37
454,6.067,10.1,7.45,1.305
455,6.0,10.1,7.387,1.322
456,6.0,10.0,7.4,1.295
457,6.033,9.8,7.357,1.22
458,5.933,10.233,7.55,1.326
459,5.9,9.567,7.357,1.209
460,5.933,10.233,7.503,1.382
461,5.9,9.933,7.337,1.263
462,6.0,10.267,7.443,1.372
463,6.033,10.033,7.447,1.292
464,6.1,10.3,7.577,1.337
465,6.067,10.4,7.507,1.367
466,6.0,10.233,7.567,1.384
467,5.8,9.8,7.473,1.288
468,5.833,10.433,7.473,1.397
469,6.0,10.067,7.503,1.324
470,5.967,10.433,7.557,1.4
471,6.033,10.233,7.583,1.389
472,5.933,10.633,7.53,1.467
473,5.8,10.767,7.57,1.52
474,5.8,10.033,7.377,1.392
475,5.9,10.3,7.373,1.457
476,5.8,10.4,7.35,1.459
477,5.667,10.5,7.34,1.485
478,5.8,10.167,7.317,1.384
479,5.767,10.267,7.283,1.418
480,5.833,10.233,7.313,1.382
481,5.933,9.867,7.36,1.2
482,6.067,10.033,7.513,1.253
483,6.133,10.367,7.603,1.335
484,6.0,10.567,7.577,1.438
485,6.0,10.4,7.603,1.386
486,6.033,10.533,7.69,1.385
487,5.967,10.233,7.693,1.396
488,5.867,10.467,7.52,1.461
489,5.767,10.133,7.33,1.41
490,5.767,9.9,7.283,1.339
491,5.733,9.567,7.313,1.284
492,5.767,9.833,7.277,1.327
493,5.867,9.633,7.217,1.237
494,5.9,10.067,7.303,1.314
495,5.833,10.0,7.3,1.313
496,5.833,9.8,7.297,1.248
497,5.9,9.967,7.437,1.343
498,5.8,10.1,7.45,1.356
499,5.8,10.2,7.443,1.441
500,5.767,10.433,7.4,1.486
