Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
189,0.233,4.2,0.667,0.827
190,0.233,4.1,0.646,0.803
191,0.233,4.067,0.663,0.815
192,0.267,4.167,0.657,0.835
193,0.167,3.967,0.67,0.848
194,0.167,3.967,0.651,0.822
195,0.167,4.033,0.633,0.804
196,0.167,4.0,0.619,0.795
197,0.167,3.767,0.623,0.802
198,0.167,4.133,0.6,0.818
199,0.167,4.0,0.594,0.82
200,0.167,3.9,0.614,0.841
201,0.167,4.067,0.579,0.819
202,0.167,4.267,0.569,0.831
203,0.167,3.833,0.56,0.805
204,0.167,3.767,0.556,0.821
205,0.167,3.967,0.553,0.825
206,0.167,3.833,0.536,0.8
207,0.133,3.8,0.5,0.768
208,0.133,4.2,0.515,0.789
209,0.133,4.2,0.526,0.815
210,0.133,3.8,0.516,0.786
211,0.133,3.8,0.529,0.796
212,0.133,4.0,0.522,0.799
213,0.133,4.033,0.523,0.819
214,0.133,4.167,0.532,0.856
215,0.133,4.033,0.504,0.823
216,0.133,3.9,0.494,0.792
217,0.133,3.9,0.503,0.802
218,0.133,3.967,0.525,0.847
219,0.133,4.2,0.524,0.842
220,0.133,3.9,0.507,0.81
221,0.133,3.9,0.515,0.807
222,0.133,3.567,0.499,0.783
223,0.133,4.467,0.532,0.878
224,0.133,4.067,0.521,0.838
225,0.133,4.467,0.525,0.862
226,0.133,4.033,0.529,0.832
227,0.133,4.1,0.508,0.838
228,0.133,3.567,0.459,0.746
229,0.133,3.533,0.497,0.766
230,0.133,4.533,0.552,0.891
231,0.1,4.367,0.511,0.847
232,0.1,4.333,0.508,0.844
233,0.1,3.867,0.526,0.828
234,0.1,3.867,0.48,0.779
235,0.1,3.667,0.491,0.777
236,0.1,4.2,0.506,0.832
237,0.1,3.967,0.492,0.785
238,0.1,3.933,0.507,0.821
239,0.1,3.433,0.482,0.76
240,0.1,3.933,0.509,0.83
241,0.1,4.0,0.514,0.846
242,0.1,3.833,0.485,0.797
243,0.1,4.1,0.498,0.847
244,0.1,4.2,0.511,0.858
245,0.1,3.9,0.486,0.821
246,0.1,3.9,0.466,0.802
247,0.1,3.9,0.47,0.797
248,0.1,3.667,0.482,0.809
249,0.1,3.533,0.478,0.792
250,0.1,4.033,0.484,0.812
251,0.1,3.833,0.452,0.795
252,0.1,3.933,0.463,0.794
253,0.1,4.067,0.465,0.825
254,0.1,3.633,0.494,0.827
255,0.1,4.267,0.484,0.836
256,0.1,3.933,0.489,0.81
257,0.1,3.333,0.465,0.763
258,0.1,3.833,0.49,0.822
259,0.1,3.633,0.481,0.793
260,0.1,3.967,0.476,0.817
261,0.1,3.833,0.465,0.798
262,0.1,3.933,0.468,0.815
263,0.1,3.667,0.448,0.768
264,0.1,4.033,0.479,0.835
265,0.1,3.967,0.472,0.809
266,0.1,4.4,0.512,0.882
267,0.1,3.667,0.488,0.808
268,0.067,4.2,0.52,0.878
269,0.067,3.767,0.466,0.795
270,0.1,3.867,0.462,0.804
271,0.1,3.667,0.483,0.805
272,0.1,3.7,0.463,0.8
273,0.1,4.467,0.482,0.851
274,0.1,3.533,0.466,0.774
275,0.1,3.833,0.484,0.826
276,0.1,3.733,0.465,0.784
277,0.1,4.233,0.483,0.843
278,0.1,3.733,0.466,0.778
279,0.1,3.7,0.475,0.788
280,0.1,3.9,0.485,0.808
281,0.1,4.067,0.496,0.834
282,0.1,3.8,0.476,0.803
283,0.1,3.533,0.468,0.771
284,0.1,4.133,0.519,0.86
285,0.1,3.933,0.469,0.795
286,0.1,3.767,0.465,0.793
287,0.1,3.633,0.441,0.77
288,0.1,3.667,0.46,0.781
289,0.1,3.467,0.443,0.763
290,0.1,3.567,0.45,0.767
291,0.1,3.6,0.454,0.758
292,0.1,3.9,0.452,0.787
293,0.1,3.767,0.46,0.779
294,0.1,3.667,0.461,0.779
295,0.1,3.8,0.484,0.815
296,0.1,3.9,0.48,0.822
297,0.1,3.967,0.471,0.829
298,0.1,3.867,0.482,0.826
299,0.1,3.833,0.451,0.788
300,0.1,3.667,0.462,0.79
301,0.1,4.133,0.471,0.829
302,0.1,4.0,0.45,0.808
303,0.1,3.9,0.429,0.773
304,0.1,3.9,0.439,0.775
305,0.067,4.067,0.454,0.803
306,0.1,3.667,0.449,0.779
307,0.1,3.9,0.476,0.816
308,0.1,4.1,0.489,0.855
309,0.1,3.933,0.466,0.815
310,0.1,4.033,0.48,0.812
311,0.1,3.7,0.459,0.766
312,0.1,3.733,0.428,0.754
313,0.1,4.067,0.481,0.832
314,0.067,3.733,0.494,0.82
315,0.067,3.833,0.49,0.808
316,0.067,4.367,0.47,0.832
317,0.067,3.467,0.442,0.753
318,0.067,3.967,0.476,0.819
319,0.067,3.967,0.48,0.832
320,0.067,3.833,0.467,0.81
321,0.067,3.633,0.435,0.766
322,0.067,3.833,0.458,0.824
323,0.067,3.833,0.461,0.815
324,0.067,3.7,0.435,0.78
325,0.067,3.733,0.439,0.801
326,0.067,3.833,0.426,0.794
327,0.067,3.8,0.444,0.822
328,0.067,4.133,0.476,0.861
329,0.067,3.733,0.433,0.796
330,0.067,3.6,0.451,0.793
331,0.067,4.233,0.461,0.855
332,0.067,4.0,0.439,0.813
333,0.067,3.9,0.465,0.832
334,0.067,3.867,0.452,0.818
335,0.067,4.033,0.438,0.81
336,0.067,3.633,0.44,0.795
337,0.067,4.2,0.471,0.865
338,0.067,3.533,0.43,0.792
339,0.033,3.433,0.399,0.744
340,0.067,4.267,0.46,0.855
341,0.067,3.733,0.422,0.785
342,0.033,4.067,0.428,0.815
343,0.033,3.5,0.422,0.773
344,0.033,3.8,0.443,0.81
345,0.033,3.8,0.443,0.806
346,0.033,3.6,0.438,0.807
347,0.033,3.4,0.412,0.762
348,0.033,3.9,0.442,0.823
349,0.033,3.367,0.406,0.765
350,0.033,4.1,0.421,0.842
351,0.033,3.767,0.425,0.812
352,0.033,3.733,0.43,0.814
353,0.033,3.867,0.407,0.798
354,0.033,3.433,0.396,0.764
355,0.033,3.7,0.432,0.807
356,0.033,4.033,0.462,0.854
357,0.033,3.8,0.412,0.803
358,0.033,3.567,0.378,0.762
359,0.033,3.667,0.405,0.795
360,0.033,3.933,0.43,0.841
361,0.033,4.033,0.412,0.824
362,0.033,4.067,0.42,0.835
363,0.033,3.7,0.415,0.806
364,0.033,3.867,0.397,0.788
365,0.033,3.567,0.429,0.811
366,0.033,3.733,0.437,0.827
367,0.033,3.867,0.441,0.838
368,0.033,4.1,0.459,0.877
369,0.033,4.033,0.438,0.859
370,0.033,3.533,0.424,0.825
371,0.033,4.2,0.406,0.83
372,0.033,3.867,0.393,0.795
373,0.033,3.767,0.395,0.78
374,0.033,4.067,0.432,0.835
375,0.033,3.8,0.44,0.838
376,0.033,4.333,0.43,0.88
377,0.033,3.867,0.404,0.809
378,0.033,4.1,0.42,0.84
379,0.033,3.9,0.427,0.846
380,0.033,3.6,0.385,0.759
381,0.033,3.8,0.411,0.81
382,0.033,3.633,0.395,0.78
383,0.033,3.733,0.384,0.768
384,0.033,4.067,0.422,0.842
385,0.033,3.9,0.424,0.823
386,0.033,3.833,0.415,0.813
387,0.033,3.867,0.427,0.841
388,0.033,3.833,0.402,0.794
389,0.033,3.367,0.385,0.752
390,0.033,3.933,0.404,0.823
391,0.033,3.967,0.41,0.831
392,0.033,3.7,0.396,0.795
393,0.033,3.9,0.434,0.839
394,0.033,3.567,0.427,0.798
395,0.033,3.533,0.415,0.785
396,0.033,3.767,0.423,0.803
397,0.033,3.733,0.427,0.806
398,0.033,4.1,0.392,0.808
399,0.033,3.767,0.408,0.806
400,0.033,3.933,0.417,0.822
401,0.033,3.9,0.4,0.804
402,0.033,3.833,0.411,0.813
403,0.033,3.8,0.437,0.839
404,0.033,3.867,0.423,0.838
405,0.033,3.833,0.395,0.795
406,0.033,3.733,0.396,0.79
407,0.033,3.867,0.416,0.818
408,0.033,3.633,0.404,0.789
409,0.033,3.7,0.402,0.788
410,0.033,3.367,0.387,0.75
411,0.033,3.733,0.372,0.771
412,0.033,3.567,0.388,0.763
413,0.033,3.9,0.398,0.798
414,0.033,3.6,0.418,0.8
415,0.033,3.833,0.401,0.812
416,0.033,3.9,0.405,0.828
417,0.033,3.767,0.416,0.816
418,0.033,4.1,0.418,0.836
419,0.033,4.167,0.416,0.847
420,0.033,3.8,0.437,0.84
421,0.033,3.7,0.418,0.815
422,0.033,4.0,0.425,0.853
423,0.033,3.7,0.408,0.806
424,0.033,3.733,0.396,0.79
425,0.033,3.767,0.39,0.785
426,0.033,3.533,0.37,0.752
427,0.033,3.5,0.401,0.785
428,0.033,3.8,0.43,0.83
429,0.033,3.5,0.397,0.794
430,0.033,3.833,0.386,0.778
431,0.033,3.8,0.404,0.802
432,0.033,3.6,0.375,0.768
433,0.033,3.467,0.386,0.765
434,0.033,3.633,0.436,0.816
435,0.033,3.967,0.436,0.854
436,0.033,3.933,0.412,0.824
437,0.033,3.567,0.42,0.799
438,0.033,3.533,0.407,0.781
439,0.033,3.633,0.404,0.791
440,0.033,3.7,0.392,0.786
441,0.033,3.667,0.436,0.819
442,0.033,3.767,0.404,0.8
443,0.033,3.533,0.398,0.785
444,0.033,4.067,0.399,0.823
445,0.033,3.633,0.397,0.794
446,0.033,4.033,0.414,0.827
447,0.033,3.7,0.392,0.792
448,0.033,3.867,0.405,0.811
449,0.033,3.733,0.412,0.805
450,0.033,3.833,0.407,0.807
451,0.033,3.6,0.42,0.805
452,0.033,3.767,0.41,0.812
453,0.033,3.533,0.432,0.809
454,0.033,3.867,0.422,0.832
455,0.033,3.667,0.422,0.799
456,0.033,3.9,0.434,0.839
457,0.033,3.633,0.409,0.792
458,0.033,3.4,0.391,0.76
459,0.033,3.767,0.411,0.801
460,0.033,4.133,0.429,0.838
461,0.033,3.667,0.4,0.777
462,0.033,3.567,0.425,0.79
463,0.033,3.9,0.442,0.838
464,0.033,3.933,0.403,0.807
465,0.033,3.467,0.383,0.763
466,0.033,3.633,0.394,0.776
467,0.033,3.733,0.392,0.795
468,0.033,4.167,0.438,0.856
469,0.033,3.4,0.412,0.773
470,0.033,3.967,0.416,0.82
471,0.033,3.5,0.43,0.8
472,0.033,3.8,0.432,0.815
473,0.033,4.1,0.431,0.852
474,0.033,3.567,0.401,0.779
475,0.033,3.967,0.412,0.825
476,0.033,4.067,0.412,0.829
477,0.033,3.733,0.421,0.815
478,0.033,3.667,0.42,0.813
479,0.033,3.8,0.416,0.808
480,0.033,3.667,0.407,0.795
481,0.033,4.1,0.41,0.827
482,0.033,3.633,0.428,0.813
483,0.033,3.667,0.431,0.816
484,0.033,3.633,0.402,0.776
485,0.033,3.7,0.394,0.794
486,0.033,3.433,0.399,0.78
487,0.033,3.633,0.395,0.787
488,0.033,3.8,0.412,0.81
489,0.033,3.933,0.394,0.804
490,0.0,3.667,0.394,0.803
491,0.0,3.733,0.408,0.806
492,0.0,3.733,0.399,0.802
493,0.033,4.0,0.42,0.834
494,0.033,3.5,0.408,0.787
495,0.033,3.967,0.419,0.822
496,0.0,3.9,0.384,0.799
497,0.033,3.867,0.394,0.792
498,0.033,3.4,0.408,0.782
499,0.0,4.067,0.428,0.846
500,0.0,3.7,0.414,0.814
