Generation,Minimum Fitness,Maximum Fitness,Average Fitness,Standard deviation
175,0.667,5.5,1.021,0.852
176,0.633,5.367,1.007,0.814
177,0.633,5.433,1.014,0.819
178,0.633,5.0,0.976,0.758
179,0.633,5.4,0.972,0.794
180,0.633,4.633,0.948,0.738
181,0.6,5.233,0.925,0.751
182,0.6,5.1,0.951,0.792
183,0.567,5.067,0.951,0.81
184,0.467,4.667,0.925,0.755
185,0.5,5.267,0.948,0.842
186,0.5,4.733,0.892,0.758
187,0.5,5.133,0.894,0.812
188,0.467,5.033,0.888,0.831
189,0.467,5.1,0.843,0.806
190,0.467,5.033,0.842,0.837
191,0.433,5.267,0.821,0.863
192,0.433,4.467,0.779,0.763
193,0.467,4.933,0.749,0.775
194,0.467,5.033,0.771,0.834
195,0.433,5.367,0.725,0.797
196,0.433,4.767,0.734,0.795
197,0.433,5.133,0.751,0.831
198,0.4,5.4,0.757,0.85
199,0.4,4.633,0.737,0.778
200,0.367,5.067,0.738,0.824
201,0.367,5.167,0.734,0.818
202,0.367,5.267,0.744,0.851
203,0.367,5.267,0.714,0.832
204,0.367,5.133,0.692,0.821
205,0.367,5.133,0.654,0.803
206,0.367,4.6,0.637,0.779
207,0.367,4.8,0.656,0.813
208,0.333,5.1,0.669,0.862
209,0.267,4.867,0.619,0.78
210,0.267,4.867,0.635,0.81
211,0.233,5.133,0.618,0.801
212,0.2,4.5,0.624,0.766
213,0.2,5.0,0.632,0.823
214,0.2,5.067,0.628,0.837
215,0.2,4.8,0.584,0.775
216,0.2,4.8,0.574,0.792
217,0.2,4.933,0.531,0.793
218,0.2,4.9,0.518,0.814
219,0.167,4.8,0.505,0.81
220,0.167,4.7,0.47,0.781
221,0.167,4.933,0.48,0.815
222,0.133,4.767,0.463,0.792
223,0.133,4.933,0.49,0.854
224,0.133,4.733,0.457,0.793
225,0.133,4.633,0.434,0.768
226,0.1,4.433,0.41,0.74
227,0.1,4.6,0.425,0.777
228,0.1,4.6,0.404,0.754
229,0.1,4.567,0.418,0.808
230,0.1,4.567,0.427,0.83
231,0.067,5.133,0.419,0.847
232,0.067,4.367,0.379,0.767
233,0.067,4.7,0.38,0.804
234,0.067,4.967,0.389,0.827
235,0.067,4.867,0.386,0.836
236,0.067,4.9,0.395,0.854
237,0.067,5.4,0.389,0.888
238,0.067,4.633,0.348,0.794
239,0.067,4.733,0.384,0.858
240,0.067,4.467,0.345,0.797
241,0.067,5.1,0.37,0.851
242,0.067,4.4,0.332,0.775
243,0.067,4.467,0.34,0.803
244,0.067,4.767,0.346,0.804
245,0.067,4.167,0.314,0.749
246,0.067,4.4,0.308,0.735
247,0.067,4.233,0.334,0.758
248,0.067,4.633,0.336,0.803
249,0.067,5.033,0.357,0.856
250,0.067,4.733,0.351,0.829
251,0.067,4.667,0.341,0.816
252,0.067,4.767,0.365,0.855
253,0.067,4.233,0.36,0.791
254,0.067,4.733,0.361,0.849
255,0.067,4.533,0.321,0.772
256,0.067,4.6,0.338,0.807
257,0.067,5.067,0.345,0.831
258,0.067,4.7,0.346,0.81
259,0.067,4.4,0.362,0.813
260,0.067,5.033,0.378,0.871
261,0.067,4.967,0.363,0.861
262,0.067,4.533,0.322,0.774
263,0.067,4.633,0.324,0.779
264,0.067,4.733,0.341,0.805
265,0.067,4.567,0.338,0.794
266,0.067,4.7,0.337,0.818
267,0.067,4.633,0.347,0.835
268,0.067,4.533,0.336,0.802
269,0.067,4.8,0.325,0.802
270,0.067,4.967,0.37,0.871
271,0.067,4.467,0.313,0.753
272,0.067,4.967,0.354,0.851
273,0.067,4.567,0.347,0.815
274,0.067,4.633,0.322,0.794
275,0.067,5.067,0.35,0.861
276,0.067,4.933,0.351,0.851
277,0.067,4.933,0.336,0.818
278,0.067,4.267,0.336,0.771
279,0.067,4.533,0.346,0.794
280,0.067,4.467,0.372,0.849
281,0.067,4.8,0.353,0.815
282,0.067,4.367,0.33,0.785
283,0.067,4.167,0.33,0.77
284,0.067,4.533,0.341,0.804
285,0.067,4.767,0.351,0.814
286,0.067,4.767,0.366,0.846
287,0.067,4.633,0.343,0.791
288,0.067,4.867,0.345,0.825
289,0.067,4.733,0.336,0.806
290,0.067,4.6,0.343,0.817
291,0.067,4.6,0.337,0.793
292,0.067,4.667,0.359,0.823
293,0.067,4.5,0.344,0.805
294,0.067,4.833,0.344,0.83
295,0.067,4.5,0.344,0.794
296,0.067,4.433,0.328,0.774
297,0.067,4.967,0.369,0.86
298,0.067,4.833,0.354,0.811
299,0.067,4.067,0.301,0.711
300,0.067,4.5,0.338,0.8
301,0.067,4.533,0.343,0.799
302,0.067,4.267,0.309,0.735
303,0.067,4.767,0.328,0.782
304,0.033,4.467,0.336,0.793
305,0.033,4.167,0.315,0.73
306,0.033,5.0,0.33,0.813
307,0.033,4.367,0.34,0.791
308,0.033,4.3,0.331,0.771
309,0.033,4.6,0.355,0.822
310,0.033,4.933,0.338,0.816
311,0.033,4.433,0.329,0.776
312,0.033,4.333,0.348,0.801
313,0.033,4.167,0.314,0.74
314,0.033,4.567,0.31,0.783
315,0.033,4.5,0.31,0.779
316,0.033,4.667,0.339,0.837
317,0.033,4.367,0.31,0.791
318,0.033,4.633,0.336,0.848
319,0.033,4.5,0.318,0.818
320,0.033,5.0,0.305,0.831
321,0.033,4.5,0.297,0.773
322,0.033,4.567,0.295,0.792
323,0.033,4.633,0.314,0.799
324,0.033,4.833,0.336,0.847
325,0.033,4.733,0.338,0.85
326,0.033,5.033,0.335,0.848
327,0.033,4.233,0.312,0.791
328,0.033,4.533,0.312,0.793
329,0.033,4.467,0.312,0.809
330,0.033,5.2,0.333,0.864
331,0.033,4.533,0.311,0.809
332,0.033,4.2,0.288,0.75
333,0.033,4.867,0.332,0.879
334,0.033,4.633,0.323,0.828
335,0.033,5.0,0.31,0.837
336,0.033,4.7,0.3,0.797
337,0.033,4.9,0.318,0.819
338,0.033,4.4,0.269,0.748
339,0.033,3.967,0.273,0.721
340,0.033,4.467,0.308,0.799
341,0.033,4.5,0.313,0.797
342,0.033,4.5,0.32,0.818
343,0.033,4.267,0.302,0.787
344,0.033,4.233,0.297,0.743
345,0.033,4.767,0.295,0.797
346,0.033,4.233,0.289,0.763
347,0.033,4.933,0.32,0.844
348,0.033,4.733,0.311,0.817
349,0.033,4.533,0.311,0.812
350,0.033,5.1,0.324,0.852
351,0.033,4.9,0.312,0.826
352,0.033,4.467,0.286,0.784
353,0.033,4.667,0.303,0.813
354,0.033,4.467,0.312,0.798
355,0.033,4.067,0.282,0.756
356,0.033,4.567,0.325,0.834
357,0.033,4.567,0.318,0.818
358,0.033,4.833,0.318,0.819
359,0.033,4.333,0.298,0.78
360,0.033,4.167,0.285,0.744
361,0.033,4.167,0.298,0.768
362,0.033,4.433,0.326,0.819
363,0.033,4.833,0.32,0.835
364,0.033,4.8,0.317,0.845
365,0.033,4.4,0.324,0.822
366,0.033,4.467,0.312,0.799
367,0.033,4.7,0.299,0.779
368,0.033,4.533,0.295,0.786
369,0.033,4.5,0.288,0.766
370,0.033,4.433,0.306,0.792
371,0.033,4.3,0.291,0.76
372,0.033,4.667,0.304,0.808
373,0.033,4.5,0.293,0.771
374,0.033,4.5,0.311,0.794
375,0.033,4.433,0.305,0.788
376,0.033,5.1,0.33,0.867
377,0.033,4.733,0.327,0.851
378,0.033,5.0,0.315,0.842
379,0.033,4.567,0.325,0.843
380,0.033,4.3,0.304,0.787
381,0.033,4.567,0.296,0.789
382,0.033,4.033,0.294,0.746
383,0.033,4.633,0.319,0.827
384,0.033,4.333,0.291,0.755
385,0.033,4.5,0.308,0.804
386,0.033,4.8,0.331,0.846
387,0.033,4.367,0.307,0.781
388,0.033,4.233,0.271,0.736
389,0.033,4.5,0.306,0.797
390,0.033,5.0,0.326,0.854
391,0.033,4.6,0.305,0.809
392,0.033,5.1,0.34,0.878
393,0.033,4.633,0.306,0.799
394,0.033,4.7,0.329,0.85
395,0.033,4.7,0.313,0.812
396,0.033,4.867,0.321,0.838
397,0.033,4.567,0.323,0.827
398,0.033,5.233,0.333,0.867
399,0.033,4.6,0.316,0.831
400,0.033,4.433,0.288,0.77
401,0.033,4.567,0.328,0.834
402,0.033,4.7,0.292,0.797
403,0.033,4.2,0.302,0.778
404,0.033,4.367,0.305,0.796
405,0.033,4.533,0.306,0.788
406,0.033,4.3,0.287,0.757
407,0.033,4.533,0.281,0.772
408,0.033,4.767,0.301,0.82
409,0.033,4.467,0.305,0.787
410,0.033,4.233,0.285,0.747
411,0.0,4.367,0.301,0.774
412,0.0,4.733,0.322,0.823
413,0.0,4.2,0.289,0.75
414,0.0,4.4,0.295,0.776
415,0.0,5.1,0.325,0.853
416,0.0,4.667,0.293,0.792
417,0.0,4.6,0.306,0.808
418,0.0,4.433,0.293,0.792
419,0.0,4.933,0.301,0.856
420,0.0,4.667,0.3,0.849
421,0.0,3.967,0.265,0.736
422,0.0,4.733,0.285,0.831
423,0.0,4.567,0.291,0.832
424,0.0,4.833,0.29,0.838
425,0.0,5.0,0.294,0.871
426,0.0,4.7,0.279,0.827
427,0.0,4.467,0.28,0.815
428,0.0,4.7,0.274,0.815
429,0.0,4.567,0.301,0.849
430,0.0,4.4,0.271,0.774
431,0.0,4.367,0.285,0.804
432,0.0,4.267,0.281,0.787
433,0.0,4.6,0.29,0.821
434,0.0,4.4,0.263,0.779
435,0.0,4.3,0.27,0.768
436,0.0,4.7,0.281,0.804
437,0.0,4.4,0.265,0.778
438,0.0,4.5,0.269,0.791
439,0.0,4.333,0.254,0.765
440,0.0,3.9,0.243,0.715
441,0.0,4.733,0.275,0.813
442,0.0,4.5,0.255,0.77
443,0.0,4.733,0.288,0.842
444,0.0,4.433,0.291,0.808
445,0.0,4.4,0.265,0.765
446,0.0,4.767,0.272,0.814
447,0.0,4.333,0.267,0.778
448,0.0,5.067,0.295,0.861
449,0.0,4.433,0.274,0.789
450,0.0,4.7,0.279,0.819
451,0.0,4.433,0.28,0.807
452,0.0,4.267,0.268,0.772
453,0.0,4.233,0.251,0.746
454,0.0,4.6,0.268,0.792
455,0.0,4.267,0.268,0.783
456,0.0,4.833,0.302,0.859
457,0.0,4.733,0.273,0.809
458,0.0,4.7,0.266,0.786
459,0.0,4.667,0.275,0.807
460,0.0,4.833,0.272,0.795
461,0.0,4.733,0.284,0.823
462,0.0,4.967,0.281,0.837
463,0.0,4.833,0.278,0.832
464,0.0,4.767,0.277,0.831
465,0.0,4.433,0.288,0.812
466,0.0,4.667,0.28,0.829
467,0.0,4.733,0.294,0.85
468,0.0,4.333,0.263,0.769
469,0.0,4.567,0.268,0.789
470,0.0,4.633,0.289,0.828
471,0.0,4.567,0.296,0.84
472,0.0,4.733,0.28,0.807
473,0.0,5.233,0.3,0.891
474,0.0,4.5,0.28,0.798
475,0.0,4.767,0.29,0.848
476,0.0,4.467,0.282,0.811
477,0.0,4.867,0.271,0.828
478,0.0,4.5,0.265,0.766
479,0.0,4.533,0.279,0.799
480,0.0,4.633,0.273,0.801
481,0.0,4.533,0.272,0.793
482,0.0,4.8,0.274,0.814
483,0.0,4.233,0.271,0.776
484,0.0,4.4,0.277,0.815
485,0.0,4.4,0.275,0.79
486,0.0,4.667,0.296,0.837
487,0.0,4.9,0.289,0.845
488,0.0,4.5,0.277,0.799
489,0.0,4.467,0.269,0.791
490,0.0,4.233,0.254,0.747
491,0.0,4.533,0.279,0.834
492,0.0,4.6,0.284,0.825
493,0.0,4.733,0.283,0.82
494,0.0,4.767,0.295,0.841
495,0.0,4.367,0.254,0.76
496,0.0,4.333,0.265,0.792
497,0.0,4.933,0.284,0.838
498,0.0,4.767,0.285,0.826
499,0.0,4.867,0.286,0.821
500,0.0,4.5,0.278,0.811
